3-10-14-1band,0.728485525
3-10-14-2band,0.355613833
3-10-14-3band,0.839202766
3-10-14-4band,0.257008874
3-10-14-5band,0.499565722
3-10-14-6band,0.500109892
3-10-14-7band,0.171157026
3-10-15-1band,0.967416563
3-10-15-2band,0.823963969
3-10-15-3band,1.023472176
3-10-17-1band,0.640560199
3-10-17-2band,0.483649302
3-10-17-3band,0.8947177
3-10-17-4band,0.750725956
3-10-17-5band,0.118766888
3-10-17-6band,0.011279031
3-10-17-7band,0.705583843
3-10-17-8band,0.642652708
3-11-14-1band,0.062965454
3-11-14-2band,0.150599376
3-11-14-3band,0.341008397
3-11-14-4band,0.510558752
3-11-14-5band,0.868718501
3-11-14-6band,0.531080709
3-11-15-1band,0.491368789
3-11-15-2band,0.348797371
3-11-15-3band,0.582464513
3-11-17-1band,0.50618412
3-11-17-2band,0.241804068
3-11-17-3band,0.632634896
3-11-17-4band,0.204899571
3-11-17-5band,0.382333766
3-11-17-6band,0.26311236
3-11-17-7band,0.718321738
3-11-17-8band,0.698191123
3-12-14-1band,0.414699951
3-12-14-2band,0.291130075
3-12-14-3band,0.348782499
3-12-14-4band,0.592744014
3-12-14-5band,0.395787928
3-12-14-6band,0.539208659
3-12-14-7band,0.578219005
3-12-15-1band,0.701873571
3-12-15-2band,0.606969218
3-12-17-1band,0.558507824
3-12-17-2band,0.413417907
3-12-17-3band,0.476404346
3-12-17-4band,0.42328795
3-12-17-5band,0.050244198
3-12-17-6band,0.145006087
3-12-17-7band,0.69614841
3-12-17-8band,0.747306996
3-13-14-1band,0.528326672
3-13-14-2band,0.162708918
3-13-14-3band,0.592006061
3-13-14-4band,0.885310768
3-13-14-5band,0.253620227
3-13-14-6band,0.771614644
3-13-15-1band,0.89535037
3-13-15-2band,0.276481989
3-13-17-1band,0.628382151
3-13-17-2band,0.406390814
3-13-17-3band,0.682239218
3-13-17-4band,0.224384614
3-13-17-5band,0.471305847
3-13-17-6band,0.418699597
3-13-17-7band,0.052821794
3-13-17-8band,0.756619755
3-14-14-1band,0.187470702
3-14-15-1band,0.157361082
3-14-17-1band,0.026432845
3-14-17-2band,0.333313435
3-14-17-3band,0.435051586
3-14-17-4band,0.697000393
3-14-17-5band,0.440361066
3-14-17-6band,0.086369812
3-14-17-7band,0.767079207
3-14-17-8band,0.054126841
3-15-15-1band,0.53309491
3-15-17-1band,0.343669511
3-15-17-2band,0.338626826
3-15-17-3band,0.515616315
3-15-17-4band,0.304548183
3-15-17-5band,0.493670151
3-15-17-6band,0.477265767
3-15-17-7band,0.091690089
3-15-17-8band,0.710529369
3-16-17-1band,0.428031563
3-16-17-2band,0.134059849
3-16-17-3band,0.521052011
3-16-17-4band,0.760925805
3-16-17-5band,0.209627893
3-16-17-6band,0.620893836
3-16-17-7band,0.464486448
3-16-17-8band,0.131438516
3-17-17-1band,0.138937339
3-2-15-1band,0.149974147
3-2-15-2band,0.162406911
3-2-15-3band,0.207158202
3-2-15-4band,0.211358713
3-2-15-5band,0.312430195
3-2-15-6band,0.321156997
3-2-15-7band,0.41224735
3-2-17-1band,0.065344081
3-2-17-2band,0.067961869
3-2-17-3band,0.083591534
3-2-17-4band,0.085853418
3-2-17-5band,0.121725158
3-2-17-6band,0.125721617
3-2-17-7band,0.182837028
3-2-17-8band,0.185962942
3-3-14-1band,0.048946458
3-3-14-2band,0.023301346
3-3-14-3band,0.031222581
3-3-14-4band,0.027509906
3-3-14-5band,0.037939217
3-3-14-6band,0.035409074
3-3-15-1band,0.035075208
3-3-15-2band,0.169291875
3-3-15-3band,0.09285399
3-3-15-4band,0.24570975
3-3-15-5band,0.133509269
3-3-15-6band,0.350043265
3-3-15-7band,0.1398098
3-3-17-1band,0.025019801
3-3-17-2band,0.071213586
3-3-17-3band,0.076371633
3-3-17-4band,0.097463119
3-3-17-5band,0.081414995
3-3-17-6band,0.139141918
3-3-17-7band,0.076723181
3-3-17-8band,0.167353181
3-4-14-1band,0.050799661
3-4-14-2band,0.023473517
3-4-14-3band,0.030580352
3-4-14-4band,0.027454104
3-4-14-5band,0.040471023
3-4-14-6band,0.036549559
3-4-14-7band,0.515954395
3-4-15-1band,0.176072374
3-4-15-2band,0.165221424
3-4-15-3band,0.263228407
3-4-15-4band,0.238904045
3-4-15-5band,0.364098039
3-4-15-6band,0.346333236
3-4-17-1band,0.074517548
3-4-17-2band,0.071136887
3-4-17-3band,0.103395475
3-4-17-4band,0.096021816
3-4-17-5band,0.148736911
3-4-17-6band,0.137707327
3-4-17-7band,0.177138783
3-4-17-8band,0.48035744
3-5-14-1band,0.400667951
3-5-14-2band,0.003112289
3-5-14-3band,0.030084112
3-5-14-4band,0.185600798
3-5-14-5band,0.038501593
3-5-14-6band,0.595673089
3-5-15-1band,0.186335156
3-5-15-2band,0.109149705
3-5-15-3band,0.261369814
3-5-15-4band,0.196829855
3-5-15-5band,0.358212561
3-5-15-6band,0.286677533
3-5-17-1band,0.077942865
3-5-17-2band,0.036125957
3-5-17-3band,0.103501356
3-5-17-4band,0.193530505
3-5-17-5band,0.143850619
3-5-17-6band,0.326590145
3-5-17-7band,0.176630976
3-5-17-8band,0.009835679
3-6-14-1band,0.03310026
3-6-14-2band,0.017500167
3-6-14-3band,0.005394244
3-6-14-4band,0.007414167
3-6-14-5band,0.07199343
3-6-14-6band,0.58356692
3-6-14-7band,0.017095688
3-6-15-1band,0.209611338
3-6-15-2band,0.172465822
3-6-15-3band,0.221321256
3-6-15-4band,0.183110695
3-6-15-5band,0.197629149
3-6-17-1band,0.08402642
3-6-17-2band,0.069827309
3-6-17-3band,0.073012453
3-6-17-4band,0.057572589
3-6-17-5band,0.037671121
3-6-17-6band,0.031021716
3-6-17-7band,0.546459027
3-6-17-8band,0.040144875
3-7-14-1band,0.684096179
3-7-14-2band,0.225611874
3-7-14-3band,0.013873151
3-7-14-4band,0.55929784
3-7-14-5band,0.176632066
3-7-14-6band,0.014167084
