3-10-14-1band,-4.638692426866382
3-10-14-2band,-4.6594087014914285
3-10-14-3band,-4.665506656601869
3-10-14-4band,-4.632496228698107
3-10-14-5band,-4.658922486724185
3-10-14-6band,-4.652503749820481
3-10-14-7band,-4.614112374568128
3-10-15-1band,-4.600971297843389
3-10-15-2band,-4.6285151568133935
3-10-15-3band,-4.61887718764682
3-10-17-1band,-4.963837588830539
3-10-17-2band,-4.95074645504785
3-10-17-3band,-4.958427705070793
3-10-17-4band,-4.954153868727397
3-10-17-5band,-4.953612570847752
3-10-17-6band,-5.0209658937037265
3-10-17-7band,-4.955952067373706
3-10-17-8band,-4.954174014122058
3-11-14-1band,-4.647985455081709
3-11-14-2band,-4.672230835568435
3-11-14-3band,-4.654002750708493
3-11-14-4band,-4.685990958700913
3-11-14-5band,-4.647768032135284
3-11-14-6band,-4.6702996391398806
3-11-15-1band,-4.66493899180876
3-11-15-2band,-4.633366286342186
3-11-15-3band,-4.672338338427519
3-11-17-1band,-5.018549384038831
3-11-17-2band,-4.988622074615416
3-11-17-3band,-5.031186759133006
3-11-17-4band,-4.976544643977568
3-11-17-5band,-5.017536587841255
3-11-17-6band,-5.0401847747527295
3-11-17-7band,-5.005229025227376
3-11-17-8band,-4.994337648426648
3-12-14-1band,-4.693935971036451
3-12-14-2band,-4.754761604232146
3-12-14-3band,-4.7050454705735945
3-12-14-4band,-4.708314689616864
3-12-14-5band,-4.714374056544527
3-12-14-6band,-4.708374929995646
3-12-14-7band,-4.707143936555162
3-12-15-1band,-4.655500538619183
3-12-15-2band,-4.681803126782335
3-12-17-1band,-5.027148912657106
3-12-17-2band,-5.053436385268671
3-12-17-3band,-5.035719238643746
3-12-17-4band,-5.041314916027875
3-12-17-5band,-5.112747294804404
3-12-17-6band,-5.032118545848181
3-12-17-7band,-5.044566937545739
3-12-17-8band,-5.02777064512221
3-13-14-1band,-4.705065551193134
3-13-14-2band,-4.709787895037544
3-13-14-3band,-4.775459062330083
3-13-14-4band,-4.789205052882504
3-13-14-5band,-4.716107647350757
3-13-14-6band,-4.767175154151723
3-13-15-1band,-4.70198260765011
3-13-15-2band,-4.691894362655488
3-13-17-1band,-5.0844910639523055
3-13-17-2band,-5.070372196811887
3-13-17-3band,-5.0928644168877
3-13-17-4band,-5.086791291303567
3-13-17-5band,-5.111657058527465
3-13-17-6band,-5.091109356670738
3-13-17-7band,-5.061381493701603
3-13-17-8band,-5.080345380648898
3-14-14-1band,-4.728403822502464
3-14-15-1band,-4.708983564381566
3-14-17-1band,-5.10446040781111
3-14-17-2band,-5.126488977009961
3-14-17-3band,-5.155926979617985
3-14-17-4band,-5.111396333042357
3-14-17-5band,-5.122704775709617
3-14-17-6band,-5.1078078229753165
3-14-17-7band,-5.130360904482506
3-14-17-8band,-5.12465440011743
3-15-15-1band,-4.730379294080113
3-15-17-1band,-5.158505547896234
3-15-17-2band,-5.185795971278289
3-15-17-3band,-5.179461810973653
3-15-17-4band,-5.179102120475452
3-15-17-5band,-5.174638343136019
3-15-17-6band,-5.1721510187912205
3-15-17-7band,-5.16238026655091
3-15-17-8band,-5.158189906181863
3-16-17-1band,-5.195182016160225
3-16-17-2band,-5.203722699255337
3-16-17-3band,-5.259091477049858
3-16-17-4band,-5.254664525267357
3-16-17-5band,-5.198463491649501
3-16-17-6band,-5.2278528158589
3-16-17-7band,-5.2304141189633855
3-16-17-8band,-5.184356650439108
3-17-17-1band,-5.232985869435659
3-2-15-1band,-4.414107754987717
3-2-15-2band,-4.423020008118992
3-2-15-3band,-4.411527638268351
3-2-15-4band,-4.401059413923369
3-2-15-5band,-4.399517071909642
3-2-15-6band,-4.382444985849913
3-2-15-7band,-4.38277906889046
3-2-17-1band,-4.670777598525674
3-2-17-2band,-4.666932562585064
3-2-17-3band,-4.648747113927454
3-2-17-4band,-4.638531460726009
3-2-17-5band,-4.627509155782018
3-2-17-6band,-4.613068705073803
3-2-17-7band,-4.611210588374463
3-2-17-8band,-4.602020956716878
3-3-14-1band,-4.4571641427078506
3-3-14-2band,-4.5110675903212885
3-3-14-3band,-4.563679559583705
3-3-14-4band,-4.507483379653417
3-3-14-5band,-4.548702281976925
3-3-14-6band,-4.492097322642886
3-3-15-1band,-4.5009904787434145
3-3-15-2band,-4.444855603736604
3-3-15-3band,-4.547564935208946
3-3-15-4band,-4.4318387269833375
3-3-15-5band,-4.546077967880571
3-3-15-6band,-4.423126056692661
3-3-15-7band,-4.536626325383785
3-3-17-1band,-4.7248909215193935
3-3-17-2band,-4.70983402233316
3-3-17-3band,-4.751133585541847
3-3-17-4band,-4.692624124939453
3-3-17-5band,-4.733520427310417
3-3-17-6band,-4.6783712396460455
3-3-17-7band,-4.715685647527571
3-3-17-8band,-4.670753438937883
3-4-14-1band,-4.488057269644379
3-4-14-2band,-4.5457350428409296
3-4-14-3band,-4.538071902888685
3-4-14-4band,-4.533616892628289
3-4-14-5band,-4.521770874248545
3-4-14-6band,-4.518759183173058
3-4-14-7band,-4.500137599369923
3-4-15-1band,-4.470335383053304
3-4-15-2band,-4.464173027664179
